Year,Status,Award,Media,Media2,Name,Url
2004,finalist,"Breaking News, Large",Fresno Bee,,Mass-murder,http://www.fresnobee.com/special/2004/massacre/
2004,finalist,"Breaking News, Large",MousePlanet,,Accident on a ride at Disneyland,http://www.mouseplanet.com/btmrr_accident/030905btmrr.htm
2004,finalist,"Breaking News, Large",New York Times,,The capture of Saddam Hussein.,http://www.nytimes.com/packages/khtml/2003/12/14/international/middleeast/20031214_iraq_SADDAMCAPTURE_FEATURE.html
2004,finalist,"Breaking News, Large",The Press-Enterprise,,October 2003 Southern California wildfires,http://www.pe.com/sharedcontent/southwest/pecom/fireseason/index2.html
2004,finalist,"Breaking News, Large",Washington Post,,The capture of Saddam Hussein.,http://www.washingtonpost.com/wp-dyn/world/mideast/gulf/iraq/hussein/
2004,winner,"Creative Use of the Medium, Large",Agence France Presse,,Tour de France,http://www.nytimes.com/packages/flash/sports/tdf2004/flash/en/frameBottom.html
2004,finalist,"Creative Use of the Medium, Large",CourtTV,,Laci Peterson,http://www.courttv.com/trials/peterson/new_timeline.html
2004,finalist,"Creative Use of the Medium, Large",Tampa Bay Times,,The last full measure of devotion,http://www.sptimes.com/2004/webspecials04/medalofhonor/default.shtml
2004,finalist,"Creative Use of the Medium, Large",Sun-Sentinel,,Haiti: The Eroding Nation,http://www.sun-sentinel.com/news/custom/interactivefeature/sfl-haiti-flash.htmlstory
2004,winner,"Creative Use of the Medium, Small",POV/Borders,,Environment,http://www.pbs.org/pov/borders/index_flash.html
2004,finalist,"Creative Use of the Medium, Small",Gotham Gazette,,interactive games and quizzes,http://www.gothamgazette.com/archive/interactive
2004,finalist,"Creative Use of the Medium, Small",Providence Journal,,A Tribute to our Troops,http://www.projo.com/extra/terror/tribute/
2004,finalist,"Creative Use of the Medium, Small",WBUR,,Greenland: The Land of Ice and Stone,http://www.wbur.org/special/dispatches/greenland/
2004,winner,"Enterprise Journalism, Large",CBS News,,Abu Ghraib,http://www.cbsnews.com/stories/2004/04/27/60II/main614063.shtml
2004,finalist,"Enterprise Journalism, Large",The Seattle Times,,Coaches Who Prey,http://seattletimes.nwsource.com/news/local/coaches/
2004,finalist,"Enterprise Journalism, Large",Houston Chronicle,,Searching for Eddie Peabody,http://www.chron.com/content/chronicle/special/04/peabody/index.html
2004,finalist,"Enterprise Journalism, Large",Dallas Morning News,,Runaway Priests,http://www.dallasnews.com/s/dws/spe/2004/runawaypriests/
2004,finalist,"Enterprise Journalism, Large",Denver Post,,Betrayal in the Ranks,"http://www.denverpost.com/Stories/0,0,36%257E30137%257E,00.html"
2004,winner,"Enterprise Journalism, Small",Center for Public Integrity,,Silent Partners,http://www.publicintegrity.org/527/
2004,finalist,"Enterprise Journalism, Small","Race, Justice, Winston-Salem Journal",,Murder,http://darrylhunt.journalnow.com/
2004,finalist,"Enterprise Journalism, Small",ConsumerWebWatch.org,,Booking and Bidding Site Unseen,http://www.consumerwebwatch.org/news/opaque/index.html
2004,finalist,"Enterprise Journalism, Small",Frontline/World,,World Fellows,http://www.pbs.org/frontlineworld/stories/fellows.html
2004,winner,"General Excellence in Online Journalism, Large",BBC News,,BBC News,http://www.bbcnews.com/
2004,finalist,"General Excellence in Online Journalism, Large",CNN,,CNN,http://www.cnn.com/
2004,finalist,"General Excellence in Online Journalism, Large",Washington Post,,Washington Post,http://www.washingtonpost.com/
2004,finalist,"General Excellence in Online Journalism, Large",The Wall Street Journal,,The Wall Street Journal,http://www.wsj.com/
2004,winner,"General Excellence in Online Journalism, Small",Ventura County Star,,Ventura County Star,http://www.venturacountystar.com/
2004,finalist,"General Excellence in Online Journalism, Small",Congressional Quarterly,,Congressional Quarterly,http://www.cq.com/
2004,finalist,"General Excellence in Online Journalism, Small",Frontline/World,,Frontline/World,http://www.pbs.org/frontlineworld/
2004,finalist,"General Excellence in Online Journalism, Small",POV,,POV,http://www.pbs.org/pov/
2004,finalist,"General Excellence in Online Journalism, Small",Center for Public Integrity,,The Center for Public Integrity,http://www.publicintegrity.org/
2004,winner,"Online Commentary, Large",New York Times,,Nicholas D. Kristof,http://www.nytimes.com/top/opinion/editorialsandoped/oped/columnists/nicholasdkristof/index.html
2004,finalist,"Online Commentary, Large","Shadowland, Newsweek",,Christopher Dickey,http://msnbc.msn.com/id/3068168/site/newsweek
2004,finalist,"Online Commentary, Large","Words, Woe &amp; Wonder, CBC News",,Blair Shewchuk,"http://online.wsj.com/article/0,SB107348278249487700,00.html"
2004,finalist,"Online Commentary, Large","Fiscally Fit, The Wall Street Journal",,Terri Cullen,"http://online.wsj.com/article/0,SB107348278249487700,00.html"
2004,finalist,"Online Commentary, Large","Ad Report Card, Slate",,Seth Stevenson,http://slate.msn.com/id/2098635
2004,finalist,"Online Commentary, Large","Best of the Web Today, The Wall Street Journal",,James Taranto,http://www.opinionjournal.com/best/
2004,winner,"Online Commentary, Small",Dan Gillmor,,E-Journal,http://weblog.siliconvalley.com/column/dangillmor/
2004,finalist,"Online Commentary, Small",Jay Rosen,,Pressthink,http://journalism.nyu.edu/pubzone/weblogs/pressthink/
2004,finalist,"Online Commentary, Small",Online Journalism Review,,Mark Glaser Online,http://ojr.org/ojr/glaser/
2004,winner,Rich Jaroslovsky Award,Dianne Lynch,,Dianne Lynch,none
2004,winner,"Service Journalism, Small",The Orange County Register,,Toxic Treats,http://www.ocregister.com/investigations/2004/lead/index.shtml
2004,finalist,"Service Journalism, Small",The Press-Enterprise,,Epicenter,http://www.pe.com/quake/
2004,finalist,"Service Journalism, Small",Providence Journal,,Coverage of the ongoing impact of the Station nightclub fire on Rhode Islanders,http://www.projo.com/extra/2003/stationfire/
2004,winner,"Specialty Journalism, Large",CBC News,,Canada Votes,http://www.cbc.ca/canadavotes/electionnight/index.html
2004,finalist,"Specialty Journalism, Large",New York Times,,Movies,http://movies.nytimes.com/pages/movies/index.html
2004,finalist,"Specialty Journalism, Large",Houston Chronicle,,Special site covering SuperBowl XXXVIII,http://www.chron.com/content/chronicle/special/04/superbowl/index.html
2004,finalist,"Specialty Journalism, Large",Los Angeles Times,,Outdoors,http://www.latimes.com/ona-outdoors
2004,winner,"Specialty Journalism, Small",WBUR,,Arts section,http://www.publicbroadcasting.net/wbur/arts.artsmain
2004,finalist,"Specialty Journalism, Small",Congressional Quarterly,,Homeland Security site,http://homeland.cq.com/
2005,winner,"Breaking News, Large Site",New York Times,,Asia‰Ûªs Deadly Waves,http://www.nytimes.com/indexes/2004/12/27/world/worldspecial4/
2005,finalist,"Breaking News, Large Site",Orlando Sentinel,,2004 Hurricane Season,http://www.orlandosentinel.com/storms
2005,finalist,"Breaking News, Large Site",Palm Beach Post,,2004 Hurricane Season,http://www.palmbeachpost.com/storm/content/weather/special/storm/2004/atlantic/2004coverage.html
2005,finalist,"Breaking News, Large Site",Washington Post,,Tsunami Coverage,http://www.washingtonpost.com/wp-dyn/articles/A29794-2004Dec27.html
2005,winner,"Breaking News, Small Site",The Palm Springs Desert Sun,,McGowan Family Tragedy,http://www.mydesert.com/
2005,finalist,"Breaking News, Small Site",Microsoft Watch,,Microsoft to Gut Longhorn,http://http//microsoft-watch.com/content/operating_systems/microsoft_to_gut_longhorn_to_make_2006_delivery_date.html
2005,finalist,"Breaking News, Small Site",The Wichita Eagle,,BTK Serial Killer Confesses,http://www.kansas.com/
2005,finalist,"Breaking News, Small Site",Times Herald-Record,,Local Floods,http://www.recordonline.com/news/special_reports/2005flood/
2005,winner,"Enterprise Journalism, Large Site",Slate,,What is Torture?,http://www.slate.com/id/2119122
2005,finalist,"Enterprise Journalism, Large Site",Houston Chronicle,,In Harm‰Ûªs Way,http://www.chron.com/toxic/
2005,finalist,"Enterprise Journalism, Large Site",Knight Ridder,,Echo Company,http://www.realcities.com/mld/krwashington/news/special_packages/echo_company/
2005,finalist,"Enterprise Journalism, Large Site",CourtTV,The Seattle Times,Murder in Room 103,http://www.realcities.com/mld/krwashington/news/special_packages/echo_company/
2005,winner,"Enterprise Journalism, Small Site","Money and Meth Addiction, New West",,Sex,http://www.newwest.net/newwesttransition.html
2005,finalist,"Enterprise Journalism, Small Site",San Bernardino Sun and Inland Valley Daily Bulletin,,Beyond Borders,http://lang.sbsun.com/socal/beyondborders/
2005,finalist,"Enterprise Journalism, Small Site",Winston-Salem Journal,,The Attack at the Silk Forest Plant,http://silkplantforest.journalnow.com/
2005,finalist,"Enterprise Journalism, Small Site",Center for Public Integrity,,Outsourcing the Pentagon,http://www.publicintegrity.org/pns/
2005,winner,"General Excellence in Online Journalism, Large Site",New York Times,,New York Times,http://www.nytimes.com/
2005,finalist,"General Excellence in Online Journalism, Large Site",ESPN,,ESPN,http://espn.go.com/
2005,finalist,"General Excellence in Online Journalism, Large Site",BBC News,,BBC News,http://www.bbc.co.uk/news/
2005,finalist,"General Excellence in Online Journalism, Large Site",CNN,,CNN,http://www.cnn.com/
2005,finalist,"General Excellence in Online Journalism, Large Site",NOVA,,NOVA,http://www.pbs.org/wgbh/nova/
2005,winner,"General Excellence in Online Journalism, Medium Site",The Spokesman-Review,,The Spokesman-Review,http://www.spokesman.com/
2005,finalist,"General Excellence in Online Journalism, Medium Site",CBS 2 Chicago,,CBS 2 Chicago,http://chicago.cbslocal.com/
2005,finalist,"General Excellence in Online Journalism, Medium Site",Newsday,,Newsday,http://www.nynewsday.com/
2005,finalist,"General Excellence in Online Journalism, Medium Site",Frontline/World,,Frontline/World,http://www.pbs.org/frontlineworld/
2005,winner,"General Excellence in Online Journalism, Small Site",New West,,New West,http://www.newwest.net/newwesttransition.html
2005,finalist,"General Excellence in Online Journalism, Small Site",Congressional Quarterly,,Congressional Quarterly,http://corporate.cqrollcall.com/
2005,finalist,"General Excellence in Online Journalism, Small Site",Bluffton Today,,Bluffton Today,http://www.blufftontoday.com/
2005,finalist,"General Excellence in Online Journalism, Small Site",Center for Public Integrity,,Center for Public Integrity,http://www.iwatchnews.org/
2005,finalist,"General Excellence in Online Journalism, Small Site",Online Athens,,Online Athens,http://www.onlineathens.com/
2005,winner,"Online Commentary, Large Site","Ad Report Card, Slate",,Seth Stevenson,http://www.slate.com/?id=3944&amp;qp=26609&amp;dto=06/30/05&amp;dfrom=07/01/04
2005,finalist,"Online Commentary, Large Site",ESPN,,Page 2,http://espn.go.com/espn/page2/
2005,finalist,"Online Commentary, Large Site","Shooting from the Heart, Beliefnet",,David Kuo,http://www.beliefnet.com/News/Politics/2005/02/Please-Keep-Faith.aspx
2005,finalist,"Online Commentary, Large Site","Kausfiles, Slate",,Mickey Kaus,http://www.slate.com/?id=3944&amp;qp=26088;26457&amp;dto=06/30/05&amp;dfrom=07/01/04
2005,finalist,"Online Commentary, Large Site","Human Nature, Slate",,William Saletan,http://www.slate.com/?id=3944&amp;qp=41742&amp;dto=06/30/05&amp;dfrom=07/01/04
2005,finalist,"Online Commentary, Large Site","Media Hack, Wired",,Adam Penenberg,"http://www.wired.com/news/storylist/0,2339,1295,00.html"
2005,winner,"Online Commentary, Medium Site","Cup o‰Ûª Joel, Lawrence.com",,Joel Mathis,http://www.lawrence.com/weblogs/mathis/
2005,finalist,"Online Commentary, Medium Site","NEO Babble Blog, Cleveland.com",,Chas Rich,http://www.cleveland.com/blogs/index.ssf
2005,finalist,"Online Commentary, Medium Site","First Statement, The Delaware News Journal",,Al Mascitti,http://www.delawareonline.com/blogs/archive/2004_07_01_first_state.html
2005,finalist,"Online Commentary, Medium Site","Pressing Issues, Editor &amp; Publisher",,Greg Mitchell,http://www.editorandpublisher.com/error/url-not-found
2005,finalist,"Online Commentary, Medium Site",Mark Fiore,,Mark Fiore,http://www.markfiore.com/
2005,winner,"Online Commentary, Small Site","The Business Electric, Energy Pulse",,Arthur O‰ÛªDonnell,http://www.energypulse.net/centers/author.cfm?at_id=495%20
2005,finalist,"Online Commentary, Small Site",Good Morning Silicon Valley,,John Paczkowski,http://blogs.siliconvalley.com/gmsv/
2005,finalist,"Online Commentary, Small Site","Inside Higher Ed, Purely Academic",,Terry Caesar,http://www.insidehighered.com/views/purely_academic
2005,finalist,"Online Commentary, Small Site","Arts:OpEd, WBUR",,Bill Marx,http://www.wbur.org/arts/archive/op-eds
2005,winner,"Outstanding Use of Multiple Media, Large Site",New York Times,,Class Matters,http://www.nytimes.com/pages/national/class/index.html
2005,finalist,"Outstanding Use of Multiple Media, Large Site",St. Petersburg Times,,A Husband for Vibha,http://www.sptimes.com/2004/webspecials04/indianwoman/
2005,finalist,"Outstanding Use of Multiple Media, Large Site",Sun-Sentinel,,25 years in Hip Hop,"http://www.sun-sentinel.com/broadband/theedge/sfl-edge-n-hiphop,0,3806040.flash"
2005,finalist,"Outstanding Use of Multiple Media, Large Site",Globe and Mail,,AIDS in Africa: A Turning Point,http://www.theglobeandmail.com/special/aidsinafrica/
2005,winner,"Outstanding Use of Multiple Media, Small Site",Boulder Daily Camera,,Mission to Mante,http://mante.dailycamera.com/
2005,finalist,"Outstanding Use of Multiple Media, Small Site",Newsday,,Hip-Hop at 30,http://www.nynewsday.com/impulse/music/hiphop/
2005,finalist,"Outstanding Use of Multiple Media, Small Site","My Shack, SixBillion.org",,My House,http://www.sixbillion.org/
2005,winner,"Service journalism, Large Site",Journal News,,Your Right to Know,http://www.lohud.com/newsroom/foil/
2005,finalist,"Service journalism, Large Site",Atlanta Journal-Constitution,,Borrower Beware,http://www.ajc.com/business/content/business/borrowerbeware.html
2005,finalist,"Service journalism, Large Site",Atlanta Journal-Constitution,,Get Schooled,http://www.ajc.com/metro/content/custom/blogs/education/index.html
2005,finalist,"Service journalism, Large Site",Philadelphia Inquirer,,My Favorite Teacher,http://www.realcities.com/multimedia/philly/inquirer/KRT_packages/archive/slideshow/2005teacherfavorites/coverpage.html
2005,winner,"Service Journalism, Small Site","The Crisis in Home Health Care, Winston-Salem Journal",,Unsafe Haven,http://www2.journalnow.com/servlet/Satellite/?pagename=WSJ/Page/WSJ_ContentPage&amp;c=Page&amp;cid=1031780628526
2005,finalist,"Service Journalism, Small Site",Grand Island Independent,,Living Through Windows: Alzheimer‰Ûªs Disease,http://livingthroughwindows.com/
2005,winner,"Specialty Journalism, Large Site",The Chronicle of Higher Education,,The Chronicle of Higher Education,http://chronicle.com/section/Home/5
2005,finalist,"Specialty Journalism, Large Site","ESPN Insider, ESPN",,"ESPN Insider, ESPN",http://insider.espn.go.com/insider/index
2005,finalist,"Specialty Journalism, Large Site",Computer World,,Computer World,http://www.computerworld.com/
2005,finalist,"Specialty Journalism, Large Site","O.C. Varsity, The Orange County Register",,"O.C. Varsity, The Orange County Register",http://www.ocvarsity.com/
2005,winner,"Specialty Journalism, Small Site",Nature,,Nature,http://www.nature.com/news/index.html
2005,finalist,"Specialty Journalism, Small Site","Speaking of Faith, American Public Media",,"Speaking of Faith, American Public Media",http://being.publicradio.org/
2005,finalist,"Specialty Journalism, Small Site","Heritage and Culture, The Scotsman",,"Heritage and Culture, The Scotsman",http://heritage.scotsman.com/
2005,finalist,"Specialty Journalism, Small Site","PaidContent.org, ContentNext Media",,"PaidContent.org, ContentNext Media",http://paidcontent.org/
2005,finalist,"Specialty Journalism, Small Site","Fashion Week, Newsday",,"Fashion Week, Newsday",http://www.nynewsday.com/entertainment/custom/fashion/fashionshows/
2005,winner,Student Journalism,University of North Carolina,,Global Messengers,http://www.ibiblio.org/solympics/home.html
2005,finalist,Student Journalism,Arizona State University,,Crossing Borders,http://cronkitezine.asu.edu/Mexico/
2005,finalist,Student Journalism,University of Alaska Fairbanks,,Hartman Murder Files,http://www.uaf.edu/extreme
2006,winner,"Breaking News, Large Site",NOLA.com,,Hurricane Katrina,http://www.nola.com/katrina/pages/
2006,finalist,"Breaking News, Large Site",CNN,,Terrorist Bombings,http://edition.cnn.com/2005/WORLD/europe/07/07/london.tube/
2006,finalist,"Breaking News, Large Site",New York Times,,NYC Transit Strike,http://www.nytimes.com/indexes/2005/12/20/nyregion/nyregionspecial3/index.html
2006,finalist,"Breaking News, Large Site",Sun-Sentinel,,Hurricane Wilma,http://www.sun-sentinel.com/topic/
2006,finalist,"Breaking News, Large Site",USA TODAY,,Hurricane Katrina,http://www.usatoday.com/news/hurricane.htm
2006,winner,"Breaking News, Small Site",Sun Herald,,Hurricane Katrina,http://www.sunherald.com/katrina/
2006,finalist,"Breaking News, Small Site",CFO,,The 404 Debate,http://www.cfo.com/guides/guide.cfm/6822144?&amp;x=1
2006,winner,"General Excellence in Online Journalism, Large Site",MSNBC,,MSNBC,http://www.msnbc.msn.com/
2006,finalist,"General Excellence in Online Journalism, Large Site",New York Times,,New York Times,http://www.nytimes.com/
2006,finalist,"General Excellence in Online Journalism, Large Site",Minneapolis Star Tribune,,Minneapolis Star Tribune,http://www.startribune.com/
2006,finalist,"General Excellence in Online Journalism, Large Site",USA TODAY,,USA TODAY,http://www.usatoday.com/
2006,finalist,"General Excellence in Online Journalism, Large Site",Washington Post,,Washington Post,http://www.washingtonpost.com/
2006,winner,"General Excellence in Online Journalism, Medium Site",The Roanoke Times,,The Roanoke Times,http://www.roanoke.com/
2006,finalist,"General Excellence in Online Journalism, Medium Site",New West,,New West,http://www.newwest.net/newwesttransition.html
2006,finalist,"General Excellence in Online Journalism, Medium Site",Orlando Sentinel,,Orlando Sentinel,http://www.orlandosentinel.com/
2006,finalist,"General Excellence in Online Journalism, Medium Site",The Spokesman-Review,,The Spokesman-Review,http://www.spokesman.com/
2006,winner,"General Excellence in Online Journalism, Small Site",Center for Public Integrity,,The Center for Public Integrity,http://www.iwatchnews.org/
2006,finalist,"General Excellence in Online Journalism, Small Site","Speaking of Faith, American Public Media",,"Speaking of Faith, American Public Media",http://being.publicradio.org/
2006,finalist,"General Excellence in Online Journalism, Small Site",Congressional Quarterly,,Congressional Quarterly,http://corporate.cqrollcall.com/
2006,finalist,"General Excellence in Online Journalism, Small Site",LJWorld.com,,LJWorld.com,http://www2.ljworld.com/
2006,winner,"Investigative Journalism, Large Site",The Smoking Gun,,A Million Little Lies,http://www.thesmokinggun.com/documents/celebrity/million-little-lies
2006,finalist,"Investigative Journalism, Large Site",Associated Press,,9/11 Loans,http://online.news.ap.org/work/investigative2.shtml
2006,finalist,"Investigative Journalism, Large Site",Washington Post,,e-Qaeda,http://www.washingtonpost.com/wp-dyn/content/custom/2005/08/05/CU2005080501141.html?whichDay=1
2006,winner,"Investigative Journalism, Small Site",WTHR,,Cause for Alarm,http://www.wthr.com/global/Category.asp?c=79536
2006,finalist,"Investigative Journalism, Small Site",The Press-Enterprise,,Toxic Cargo,http://old.pe.com/reports/2005/toxiccargo/stories/secret.html
2006,finalist,"Investigative Journalism, Small Site",Center for Public Integrity,,Power Trips,http://projects.publicintegrity.org/powertrips/
2006,finalist,"Investigative Journalism, Small Site",Center for Investigative Reporting,,Conflicts on the Bench,http://www.muckraker.org/
2006,winner,Knight Foundation Award for Public Service,NOLA.com,,Hurricane Katrina: The Storm We Always Feared,http://www.nola.com/katrina/
2006,finalist,Knight Foundation Award for Public Service,Chicago Tribune,,Mortgage Fraud: The new street hustle,"http://www.chicagotribune.com/news/local/chi-mortgagefraud,0,6421528.htmlstory"
2006,finalist,Knight Foundation Award for Public Service,Newsday,,Fire Alarm,http://www.newsday.com/long-island/complete-coverage-fire-alarm-1.1532062
2006,finalist,Knight Foundation Award for Public Service,The Bergen Record,,Toxic Legacy,http://www.northjersey.com/specialreports/ringwood5yearslater.html
2006,finalist,Knight Foundation Award for Public Service,Sun Herald,,Hurricane Katrina,http://www.sunherald.com/katrina/
2006,winner,"Online Commentary, Large Site",New York Times,,David Pogue,http://pogue.blogs.nytimes.com/
2006,finalist,"Online Commentary, Large Site","BorgBlog, Cincinnati.com",,Jim Borgman,http://news.cincinnati.com/apps/pbcs.dll/section?category=borgblog
2006,finalist,"Online Commentary, Large Site","The Drive-In, BET",,James Hill,http://www.bet.com/celebrities.html
2006,finalist,"Online Commentary, Large Site",Slate,,Moneybox,"http://www.slate.com/?id=3944&amp;qp=26141,26260&amp;dto=06/15/06&amp;dfrom=07/1/05"
2006,finalist,"Online Commentary, Large Site",Slate,,Architecture,"http://www.slate.com/?id=3944&amp;qp=39882;29686,34400&amp;dto=06/15/06&amp;dfrom=07/01/05"
2006,winner,"Online Commentary, Medium Site",Tampa Bay Times,,Stuck in the 80s,http://www.tampabay.com/blogs/80s/
2006,finalist,"Online Commentary, Medium Site",TCPalm.com,,Survivor: Treasure Coast Blogfest,http://www.tcpalm.com/
2006,finalist,"Online Commentary, Medium Site",TheDay.com,,Stacy Haddox,http://www.theday.com/article/20060512/DAYARC/305129938
2006,winner,"Online Commentary, Small Site",Good Morning Silicon Valley,,John Paczkowski,http://blogs.siliconvalley.com/gmsv/
2006,finalist,"Online Commentary, Small Site",Dayton Daily News,Columbia Journalism Review,Get on the Bus,http://www.daytondailynews.com/blogs/content/shared-gen/blogs/dayton/education/index.html
2006,winner,"Outstanding Use of Multimedia, Large Site","the Aftermath of Katrina, MSNBC",,Rising from the Ruins,http://risingfromruin.msnbc.com/stories.html
2006,finalist,"Outstanding Use of Multimedia, Large Site",BBC News,,London Attacks,http://news.bbc.co.uk/2/hi/in_depth/uk/2005/london_explosions/default.stm
2006,finalist,"Outstanding Use of Multimedia, Large Site",The Roanoke Times,,Going Down the Crooked Road,http://www.roanoke.com/multimedia/crooked/interactive.html
2006,finalist,"Outstanding Use of Multimedia, Large Site",USA TODAY,,2006 Winter Olympics,http://www.usatoday.com/sports/olympics/torino/multimedia/index.htm?loc=interstitialskip
2006,winner,"Outstanding Use of Multimedia, Small Site",Montgomery Advertiser,,Montgomery Boycott Anniversary,http://www.montgomeryboycott.com/
2006,finalist,"Outstanding Use of Multimedia, Small Site",Herald Tribune,,An Enduring Mystery,http://projects.heraldtribune.com/investigatewalker/walkermystery.html
2006,finalist,"Outstanding Use of Multimedia, Small Site",Tallahassee Democrat,,Tallahassee Bus Boycott Anniversary,http://www.tallahassee.com/legacy/special/boycott/timeline.html
2006,winner,Rich Jaroslovsky Award,Jon Hart,,Jon Hart,none
2006,winner,"Service Journalism, Small Site",Gulf Coast News,,Katrina Survivor Database,http://www.gulfcoastnews.com/
2006,finalist,"Service Journalism, Small Site",Education Week,,Quality Counts at 10: A Decade of Standards Based Education,http://www.edweek.org/ew/toc/2006/01/05/index.html
2006,finalist,"Service Journalism, Small Site",The Bergen Record,,Toxic Legacy,http://www.northjersey.com/specialreports/ringwood5yearslater.html
2006,winner,"Specialty Journalism, Large Site",ESPN,,ESPN Insider,http://insider.espn.go.com/insider/index
2006,finalist,"Specialty Journalism, Large Site",CNET,,Taking back the Web,http://news.cnet.com/Grassroots-taste-makers-define-opinions/2009-1025_3-5942440.html
2006,winner,"Specialty Journalism, Small Site",Fine Woodworking,,Fine Woodworking,http://www.finewoodworking.com/
2006,finalist,"Specialty Journalism, Small Site",McKinneySports.net,,McKinneySports.net,http://mckinneysports.net/
2006,finalist,"Specialty Journalism, Small Site",Bicycling,,Bicycling,http://www.bicycling.com/
2006,finalist,"Specialty Journalism, Small Site","2005 Azerbaijan Elections, EurasiaNet.org",,"2005 Azerbaijan Elections, EurasiaNet.org",http://www.eurasianet.org/azerbaijan/
2006,finalist,"Specialty Journalism, Small Site",Lawrence.com,,Lawrence.com,http://www.lawrence.com/
2006,winner,Student Journalism,"Rezoned, Columbia School of Journalism",,Jeff DelViscio and Khody Akhavi,http://web.archive.org/web/20060621141215/http://www.rezoned2006.com/
2006,finalist,Student Journalism,"My Blue Eyed Girl, University of California, Berkeley",,Heather Gehlert,http://journalism.berkeley.edu/projects/mm/gehlert/
2006,finalist,Student Journalism,University of North Carolina,,Chasing Crusoe,http://www.rcrusoe.org/
2006,finalist,Student Journalism,University of North Carolina,,The Ancient Way,http://www.theancientway.org/
2006,finalist,Student Journalism,University of North Carolina,,Peavine Explorations,http://www.unr.edu/journalism/peavine/
2007,winner,"Breaking News, Large Site",Associated Press,,Virginia Tech Shootings,http://hosted.ap.org/specials/interactives/_national/vtech_map/index4.html
2007,finalist,"Breaking News, Large Site",CNN,,Breaking News of the Virginia Tech Shootings,http://www.cnn.com/SPECIALS/2007/virginiatech.shootings/
2007,finalist,"Breaking News, Large Site",Denver Post,,Christmas Blizzard,http://www.denverpost.com/ci_4872351
2007,finalist,"Breaking News, Large Site",New York Times,,The Deadly Rampage at Virginia Tech,http://www.nytimes.com/indexes/2007/04/16/
2007,finalist,"Breaking News, Large Site",Orlando Sentinel,,Coverage Of Deadly Tornadoes,http://www.orlandosentinel.com/tornado
2007,winner,"Breaking News, Small Site",The Roanoke Times,,Virginia Tech Shootings,http://www.roanoke.com/news/breaking/wb/113294
2007,finalist,"Breaking News, Small Site",The Times and Democrat,,The Great Debate,http://thetandd.com/art/debate/log.html
2007,winner,"General Excellence in Online Journalism, Large Site",USA TODAY,,USA TODAY,http://www.usatoday.com/
2007,finalist,"General Excellence in Online Journalism, Large Site",ESPN,,ESPN,http://espn.go.com/
2007,finalist,"General Excellence in Online Journalism, Large Site",New York Times,,New York Times,http://www.nytimes.com/
2007,finalist,"General Excellence in Online Journalism, Large Site",Slate,,Slate,http://www.slate.com/
2007,finalist,"General Excellence in Online Journalism, Large Site",Washington Post,,Washington Post,http://www.washingtonpost.com/
2007,winner,"General Excellence in Online Journalism, Medium Site",Denver Post,,Denver Post,http://www.denverpost.com/
2007,finalist,"General Excellence in Online Journalism, Medium Site",The Oklahoman,,The Oklahoman,http://newsok.com/
2007,finalist,"General Excellence in Online Journalism, Medium Site",Des Moines Register,,Des Moines Register,http://www.desmoinesregister.com/
2007,finalist,"General Excellence in Online Journalism, Medium Site",Globe and Mail,,Globe and Mail,http://www.theglobeandmail.com/
2007,winner,"General Excellence in Online Journalism, Small Site",Ventura County Star,,Ventura County Star,http://www.vcstar.com/
2007,finalist,"General Excellence in Online Journalism, Small Site",Center for Public Integrity,,Center for Public Integrity,http://www.iwatchnews.org/
2007,finalist,"General Excellence in Online Journalism, Small Site",KING 5,,KING 5,http://www.king5.com/
2007,finalist,"General Excellence in Online Journalism, Small Site",New West,,New West,http://www.newwest.net/newwesttransition.html
2007,winner,"Investigative Journalism, Large Site",ABC News,,Brian Ross Investigates: The Mark Foley Investigation,http://blogs.abcnews.com/theblotter/2006/09/exclusive_the_s.html
2007,finalist,"Investigative Journalism, Large Site",ESPN,,An Un-American Tragedy Pat Tillman,http://sports.espn.go.com/espn/eticket/story?page=tillmanpart1
2007,finalist,"Investigative Journalism, Large Site",Newsday,,Investigating the Gap,http://www.newsday.com/gap
2007,finalist,"Investigative Journalism, Large Site",Miami Herald,,House of Lies,http://www.realcities.com/multimedia/miami/news/archive/housing/index.html
2007,finalist,"Investigative Journalism, Large Site","Deploying Sick Troops To Iraq, Salon",,Mark Benjamin,http://www.salon.com/news/2007/03/11/fort_benning/index.html
2007,finalist,"Investigative Journalism, Large Site",Washington Post,,Walter Reed and Beyond,http://www.washingtonpost.com/walterreed
2007,winner,"Investigative Journalism, Small Site",Center for Investigative Reporting,,Danger On Your Plate,"http://www.cin.ba/Reports/1/?cid=494,1,1"
2007,finalist,"Investigative Journalism, Small Site",Chitown Daily News,,A Man of Two Lives,http://www.chitowndailynews.org/Chicago+news/2007/1/10/A_man_of_two_lives
2007,finalist,"Investigative Journalism, Small Site",CorpWatch,,David Phinney,http://www.corpwatch.org/article.php?id=14173
2007,finalist,"Investigative Journalism, Small Site",East Valley Tribune,,A risky game: ASU Sun Devil Stadium,http://www.eastvalleytribune.com/page/sundevilstadium
2007,finalist,"Investigative Journalism, Small Site",Center for Public Integrity,,Collateral Damage: Human Rights and U.S. Military Aid After 9/11,http://www.publicintegrity.org/MilitaryAid/
2007,winner,Knight Foundation Award For Public Service,Oakland Tribune,,Not Just a Number,http://www.bayareanewsgroup.com/multimedia/iba/njn/
