Year,Status,Award,Media,Media2,Name,Url
2009,winner,"Outstanding Use of Digital Technologies, Large Site",New York Times,,Interactive Graphics,http://www.nytimes.com/packages/html/newsgraphics/2009/ona/index.html
2009,finalist,"Outstanding Use of Digital Technologies, Large Site",MSNBC,,Politics Dashboard,http://www.msnbc.msn.com/id/27105655/
2009,finalist,"Outstanding Use of Digital Technologies, Large Site",Wired,,Global iPhone Study,http://www.wired.com/gadgetlab/2008/08/global-iphone-3/
2009,winner,"Outstanding Use of Digital Technologies, Small Site",Muckety,,Muckety,http://news.muckety.com/
2009,finalist,"Outstanding Use of Digital Technologies, Small Site","ChangeTracker, ProPublica",,"ChangeTracker, ProPublica",http://www.propublica.org/ion/changetracker
2009,finalist,"Outstanding Use of Digital Technologies, Small Site",The Sacramento Press,,The Sacramento Press,http://www.sacramentopress.com/
2009,winner,Rich Jaroslovsky Award,Doug Feaver,,Doug Feaver,none
2009,winner,"Specialty Site Journalism, Small Site",Yale Environment 360,,Yale Environment 360,http://www.e360.yale.edu/
2009,finalist,"Specialty Site Journalism, Small Site",Forward.com,,Forward.com,http://forward.com/
2009,finalist,"Specialty Site Journalism, Small Site",Design Observer Group,,Design Observer Group,http://www.designobserver.com/
2009,finalist,"Specialty Site Journalism, Small Site",PolitiFact,,PolitiFact,http://www.politifact.com/
2009,winner,"Student Journalism, Large Team",University of North Carolina,,Andaman Rising,http://www.andamanrising.org/
2009,finalist,"Student Journalism, Large Team",Walter Cronkite School of Journalism and Mass Communication,,South Africa: At the Crossroads of Hate and Hope,http://cronkitezine.asu.edu/SouthAfrica/
2009,finalist,"Student Journalism, Large Team",University of Miami School of Communication,,Special Olympics Live,http://live.specialolympics.org/
2009,finalist,"Student Journalism, Large Team",NYCity News Service,,Election 2008: A Date with History,http://nycitynewsservice.com/category/election2008
2009,winner,"Student Journalism, Small Team","It Happens at Midnight, University of California, Berkeley",,Lisa Pickoff-White,http://pickoffwhite.com/movies/
2009,finalist,"Student Journalism, Small Team","Sister Wife, Western Kentucky University",,Joy Lewis,http://joylewisphotography.com/?page_id=15
2010,winner,"Breaking News, Large Site",CNN,,Haiti Earthquake,http://www.cnn.com/2010/WORLD/americas/01/12/haiti.earthquake/
2010,finalist,"Breaking News, Large Site",The Seattle Times,,Four Police Officers Slain,http://seattletimes.nwsource.com/flatpages/specialreports/lakewoodslayings.html
2010,finalist,"Breaking News, Large Site",Boston.com,,The death of Edward M. Kennedy,http://www.boston.com/news/local/breaking_news/2009/08/senator_edward_1.html
2010,finalist,"Breaking News, Large Site",CBC News,,G20 Summit,http://www.cbc.ca/news/canada/story/2010/05/26/f-g8-huntsville-g20-toronto.html
2010,finalist,"Breaking News, Large Site",New York Times,,Haiti Earthquake Coverage,http://www.nytimes.com/2010/01/13/world/americas/13haiti.html
2010,winner,"Breaking News, Small Site",The Tennessean,,Nashville Flood,http://www.tennessean.com/section/NEWS0101
2010,finalist,"Breaking News, Small Site",The Oklahoman,,May 10 Tornados,http://newsok.com/ongoing/may-10-tornadoes
2010,winner,Community Collaboration,West Seattle Blog,,West Seattle‰Ûªs only 24/7 news source,http://westseattleblog.com/
2010,finalist,Community Collaboration,"The Found, The Victims, CNN",,Haiti: The Missing,http://haiticrisis.cnn.com/
2010,finalist,Community Collaboration,Los Angeles Times,,Westside Debate,http://projects.latimes.com/mapping-la/debates/westside/
2010,finalist,Community Collaboration,CBC News,,G20: Street Level,http://www.cbc.ca/canada/g20streetlevel/
2010,winner,"Gannett Foundation Award for Innovative Investigative Journalism, Large Site",New York Times,,Toxic Waters,http://projects.nytimes.com/toxic-waters
2010,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large Site",Los Angeles Times,,Toyota: Road to Recall,http://projects.latimes.com/toyota/
2010,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large Site",The Las Vegas Sun,,Do No Harm,http://www.lasvegassun.com/hospital-care/
2010,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large Site","NPR, Frontline and ProPublica",,Brain Wars: How the Military is Failing the Wounded,http://www.npr.org/series/127402851/brain-wars-how-the-military-is-failing-its-wounded
2010,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large Site","Dismissed, Denied, The Philadelphia Inquirer",,Justice Delayed,http://www.philly.com/philly/news/special_packages/79211302.html
2010,winner,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",ProPublica,,Law and Disorder,http://www.propublica.org/nola
2010,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",Center for Public Integrity,,Sexual Assault on Campus: A Frustrating Search for Justice,http://www.publicintegrity.org/investigations/campus_assault/
2010,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",Vancouver Sun,,Vanishing Point: A five-part investigative series,http://www.vancouversun.com/news/vanished/index1.html
2010,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",voiceofsandiego.org,,Out of Reach,http://www.voiceofsandiego.org/voice_special_reports/county/
2010,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",NPR,,API,http://www.npr.org/blogs/inside/2010/04/12/125882632/api-usage-and-metrics
2010,winner,"General Excellence in Online Journalism, Large Site",MSNBC,,MSNBC,http://www.msnbc.msn.com/
2010,finalist,"General Excellence in Online Journalism, Large Site","Nymag.com, New York Magazine",,"Nymag.com, New York Magazine",http://nymag.com/
2010,finalist,"General Excellence in Online Journalism, Large Site",NPR,,NPR,http://www.npr.org/
2010,finalist,"General Excellence in Online Journalism, Large Site",New York Times,,New York Times,http://www.nytimes.com/
2010,winner,"General Excellence in Online Journalism, Medium Site",The Las Vegas Sun,,The Las Vegas Sun,http://www.lasvegassun.com/
2010,finalist,"General Excellence in Online Journalism, Medium Site","Military Times, Army Times Publishing Company",,"Military Times, Army Times Publishing Company",http://militarytimes.com/
2010,finalist,"General Excellence in Online Journalism, Medium Site",Mother Jones,,Mother Jones,http://motherjones.com/
2010,finalist,"General Excellence in Online Journalism, Medium Site","Salon.com, Salon",,"Salon.com, Salon",http://www.salon.com/
2010,winner,"General Excellence in Online Journalism, Micro Site",California Watch and Center for Investigative Reporting,,California Watch and Center for Investigative Reporting,http://www.californiawatch.org/
2010,finalist,"General Excellence in Online Journalism, Micro Site",Gotham Gazette,,Gotham Gazette,http://www.gothamgazette.com/
2010,finalist,"General Excellence in Online Journalism, Micro Site",St. Louis Beacon,,St. Louis Beacon,https://www.stlbeacon.org/#!/
2010,winner,"General Excellence in Online Journalism, Small Site",The Texas Tribune,,The Texas Tribune,http://www.texastribune.org/
2010,finalist,"General Excellence in Online Journalism, Small Site",ProPublica,,ProPublica,http://www.propublica.org/
2010,finalist,"General Excellence in Online Journalism, Small Site",voiceofsandiego.org,,voiceofsandiego.org,http://www.voiceofsandiego.org/
2010,winner,"General Excellence in Online Journalism-Non-English, Large Site",Lanacion.com,,Lanacion.com,http://www.lanacion.com.ar/
2010,finalist,"General Excellence in Online Journalism-Non-English, Large Site",El Pais,,El Pais,http://elpais.com/
2010,finalist,"General Excellence in Online Journalism-Non-English, Large Site",G1,,G1,http://g1.globo.com/
2010,winner,"General Excellence in Online Journalism-Non-English, Small Site",OWNI,,OWNI,http://owni.fr/
2010,finalist,"General Excellence in Online Journalism-Non-English, Small Site","Local Foods, Yahoo! Taiwan",,"Local Foods, Yahoo! Taiwan",http://tw.lifestyle.yahoo.com/
2010,finalist,"General Excellence in Online Journalism-Non-English, Small Site",Cyberpresse.ca,,Cyberpresse.ca,http://www.cyberpresse.ca/
2010,winner,Knight Award for Public Service,Sarasota Herald-Tribune,,Flipping Fraud,http://www.heraldtribune.com/flipping
2010,finalist,Knight Award for Public Service,The Las Vegas Sun,,Do No Harm,http://www.lasvegassun.com/hospital-care/
2010,finalist,Knight Award for Public Service,"Facts and the Future, The Roanoke Times",,I-81: Fear,http://www.roanoke.com/multimedia/81/
2010,winner,"Multimedia Feature Presentation, Large Site",New York Times,,Held by the Taliban,http://projects.nytimes.com/held-by-the-taliban
2010,finalist,"Multimedia Feature Presentation, Large Site",Reuters,,Surviving the Tsunami ‰ÛÒ Stories of Hope,http://tsunami.trust.org/
2010,finalist,"Multimedia Feature Presentation, Large Site",NPR,,Grand Trunk Road,http://www.npr.org/templates/story/story.php?storyId=126395475
2010,finalist,"Multimedia Feature Presentation, Large Site",USA TODAY,,Vancouver Olympics,http://www.usatoday.com/sports/olympics/vancouver/default.htm
2010,winner,"Multimedia Feature Presentation, Medium Site","The John F. Kennedy Presidential Library &amp; Museum, Domani Studios and The Martin Agency and AOL, AOL News, AOL SHOUTcast",,We Choose the Moon,http://wechoosethemoon.org/
2010,finalist,"Multimedia Feature Presentation, Medium Site",Denver Post,,American Soldier,http://photos.denverpost.com/photoprojects/specialprojects/ianfisher/index.html
2010,finalist,"Multimedia Feature Presentation, Medium Site",The Las Vegas Sun,,Bottoming Out,http://www.lasvegassun.com/gambling-addiction/
2010,winner,"Multimedia Feature Presentation, Small Site",National Film Board of Canada,,This Land,http://thisland.nfb.ca/
2010,finalist,"Multimedia Feature Presentation, Small Site",News21,,Powering a Nation,http://unc.news21.com/
2010,finalist,"Multimedia Feature Presentation, Small Site",Australian Broadcasting Corporation Innovation,,Black Saturday,http://www.abc.net.au/innovation/blacksaturday/
2010,winner,"Multimedia Feature Presentation, Student","University of California, Berkeley",,A Seed is Forever,http://martinricard.com/2010/05/04/a-seed-is-forever/
2010,finalist,"Multimedia Feature Presentation, Student",Western Kentucky University Fleischaker-Greene Scholars,,Farm to Fork: Investigating Agriculture,http://fgscholars.com/farmtofork/
2010,finalist,"Multimedia Feature Presentation, Student",University of North Carolina,,Living Galapagos,http://www.livinggalapagos.org/
2010,finalist,"Multimedia Feature Presentation, Student",Syracuse University S.I. Newhouse School of Public Communications,,SyracuseDiners.com,http://www.syracusediners.com/site/
2010,winner,"Online Commentary/Blogging, Large Site",ESPN,,Howard Bryant,http://sports.espn.go.com/espn/commentary/news/story?page=bryant/091223
2010,finalist,"Online Commentary/Blogging, Large Site","Culture Monster, The Los Angeles Times",,Christopher Knight,http://latimesblogs.latimes.com/culturemonster/christopher_knight/
2010,finalist,"Online Commentary/Blogging, Large Site",Politics Daily,,Jill Lawrence,http://www.politicsdaily.com/bloggers/jill-lawrence/
2010,winner,"Online Commentary/Blogging, Medium Site",Salon,,Glenn Greenwald,http://www.salon.com/news/opinion/glenn_greenwald/2010/06/18/wikileaks
2010,finalist,"Online Commentary/Blogging, Medium Site",Mother Jones,,Kevin Drum,http://motherjones.com/kevin-drum
2010,winner,"Online Commentary/Blogging, Small Site",Caring.com,,Dad Has Dementia,http://www.caring.com/blogs/dad-has-dementia/dad-dementia-becoming-caregiver
2010,finalist,"Online Commentary/Blogging, Small Site",Forward.com,,The Sisterhood,http://blogs.forward.com/sisterhood-blog/
2010,finalist,"Online Commentary/Blogging, Small Site",Truthdig,,Chris Hedges,http://www.truthdig.com/chris_hedges
2010,winner,"Online Topical Reporting/Blogging, Large Site",CNN,,Technology,http://www.cnn.com/2010/TECH/innovation/06/04/foursquare.dennis.crowley/index.html
2010,finalist,"Online Topical Reporting/Blogging, Large Site",CNN,,Afghanistan Crossroads,http://afghanistan.blogs.cnn.com/
2010,finalist,"Online Topical Reporting/Blogging, Large Site","Life After Death, AOL News",,Haiti,http://www.aolnews.com/team/emily-troutman/
2010,winner,"Online Topical Reporting/Blogging, Medium Site",Mother Jones,,Team Coverage of BP Oil Spill,http://motherjones.com/environment/2010/05/oil-spill-bp-grand-isle-beach
2010,finalist,"Online Topical Reporting/Blogging, Medium Site",CBC News,,Inside Politics Blog,http://www.cbc.ca/news/politics/inside-politics-blog/
2010,winner,"Online Topical Reporting/Blogging, Small Site",voiceofsandiego.org,,Building a Community around Education Coverage,http://www.voiceofsandiego.org/education/teacher_placement/
2010,finalist,"Online Topical Reporting/Blogging, Small Site",Florida Today,,The Flame Trench space blog,http://www.floridatoday.com/section/SPACE
2010,finalist,"Online Topical Reporting/Blogging, Small Site",Center for Public Integrity,,Disaster in the Gulf,http://www.iwatchnews.org/environment/pollution/disaster-gulf
2010,finalist,"Online Topical Reporting/Blogging, Small Site",Radio Free Europe/Radio Liberty,,Persian Letters,http://www.rferl.org/archive/Persian_Letters/latest/2098/2098.html
2010,winner,"Online Video Journalism, Large Site",The Toronto Star,,William and the Windmill,http://www.thestar.com/videozone/737443
2010,finalist,"Online Video Journalism, Large Site",NPR and ProPublica,,Traumatic Brain Injury ‰ÛÒ The Battle For Care,http://www.npr.org/blogs/pictureshow/2010/06/10/127749235/tbi
2010,finalist,"Online Video Journalism, Large Site",NPR,,Krulwich on Science,http://www.npr.org/templates/story/story.php?storyId=125322033
2010,finalist,"Online Video Journalism, Large Site",TIME,,Sudan Stories,"http://www.time.com/time/video/player/0,32068,45378815001_1931109,00.html"
2010,finalist,"Online Video Journalism, Large Site",Washington Post,,Scene In Video Series,http://www.washingtonpost.com/wp-srv/special/artsandliving/scene-in/index.html?order=chronological&amp;episode=5
2010,winner,"Online Video Journalism, Medium Site",The Las Vegas Sun,,Bottoming Out,http://www.lasvegassun.com/gambling-addiction/
2010,finalist,"Online Video Journalism, Medium Site",Dallas Morning News,,Choosing Thomas,http://www.dallasnews.com/choosingthomas
2010,finalist,"Online Video Journalism, Medium Site",Knoxnews.com,,Death on Chipman Street,http://www.knoxnews.com/videos/detail/chipman-murders-channon-christian-chris-newsom/.com
2010,winner,"Online Video Journalism, Small Site",Yale Environment 360,,Leveling Appalachia: The Legacy of Mountaintop Removal Mining,http://e360.yale.edu/content/feature.msp?id=2198
2010,finalist,"Online Video Journalism, Small Site",The Huffington Post,,Tapped Out: How an Unpaid Water Bill Cost a Baltimore Woman Her Home,http://huffpostfund.org/stories/pages/video-tapped-out-how-unpaid-water-bill-cost-baltimore-woman-her-home
2010,finalist,"Online Video Journalism, Small Site",Minnesota Public Radio,,Explaining Instant Run-off Voting,http://minnesota.publicradio.org/display/web/2009/10/22/how-instant-run-off-voting-works/
2010,finalist,"Online Video Journalism, Small Site",MediaStorm,,Take Care,http://www.mediastorm.com/training/take-care
2010,winner,"Online Video Journalism, Student",Knight Center for International Media and University of Miami,,My Story,http://mdg.glocalstories.org/
2010,finalist,"Online Video Journalism, Student",Syracuse University S.I. Newhouse School of Public Communications,,The Fall Workshop,http://thefallworkshop.com/skaneateles-new-york-2009/stories/colors-brad-horn-skaneateles-ny.html
2010,winner,"Outstanding Use of Digital Technologies, Professional",New York Times,,Oil Spill Tracker,http://www.nytimes.com/interactive/2010/05/01/us/20100501-oil-spill-tracker.html
2010,finalist,"Outstanding Use of Digital Technologies, Professional",CNN,,Home and Away: U.S. &amp; Coalition Causalities,http://www.cnn.com/homeandaway
2010,finalist,"Outstanding Use of Digital Technologies, Professional",The Las Vegas Sun,,Bottoming Out,http://www.lasvegassun.com/gambling-addiction/
2010,finalist,"Outstanding Use of Digital Technologies, Professional",The Texas Tribune,,Data Apps,http://www.texastribune.org/library/data/
2010,winner,Outstanding Use of Emerging Platforms,NPR,,Mobile Applications,http://www.npr.org/services/mobile/
2010,finalist,Outstanding Use of Emerging Platforms,USA TODAY,,USATODAY for iPad,http://itunes.apple.com/us/app/usa-today-for-ipad/id364257176?mt=8
2010,winner,Rich Jaroslovsky Award,Kinsey Wilson,,Kinsey Wilson,none
2010,winner,"Specialty Site Journalism, Independent",WebMD,,theheart.org,http://www.theheart.org/
2010,finalist,"Specialty Site Journalism, Independent",Design Observer Group,,Design Observer,http://designobserver.com
2011,winner,"Breaking News, Large Site",Al Jazeera,,Coverage of the Uprisings in Egypt,http://www.aljazeera.net/english
2011,finalist,"Breaking News, Large Site",The Wall Street Journal,,Japan Earthquake,http://blogs.wsj.com/japanrealtime/tag/earthquake/page/17/
2011,finalist,"Breaking News, Large Site",Associated Press,,Congresswoman Shot,http://contests.ap.org/ona/giffords/
2011,finalist,"Breaking News, Large Site","Tsunami and Nuclear Crisis in Japan, New York Times",,The Earthquake,http://graphics8.nytimes.com/packages/html/special/HP-03132011-11pm.html
2011,winner,"Breaking News, Small Site",WNYC,,A Snow Storm Hits New York and WNYC Listeners Map the Cleanup,http://www.wnyc.org/articles/wnyc-news-2/2010/dec/30/mapping-storm-clean/
2011,finalist,"Breaking News, Small Site",ProducerMatthew.com,,Aggregation Breaking News ‰ÛÒ Tohoku Earthquake and Tsunami 2011,http://producermatthew.com/japanquake
2011,finalist,"Breaking News, Small Site",Global Edmonton,,Slave Lake Wildfires in Northern Alberta,http://www.globaltvedmonton.com/topics/wildfires/
2011,finalist,"Breaking News, Small Site",Vancouver Sun,,Stanley Cup Hockey Riots in Vancouver,http://www.vancouversun.com/sports/hockey/vancouver-canucks/stanleycup/index.html
2011,winner,Community Collaboration,The Tiziano Project,,The Tiziano Project | 360 Kurdistan,http://360.tizianoproject.org/
2011,finalist,Community Collaboration,University of Miami School of Communication,,Overtown: Inside/Out,http://Overtowner.com
2011,finalist,Community Collaboration,"Social Media‰Ûªs Arab Spring, NPR",,Andy Carvin,http://twitter.com/acarvin
2011,finalist,Community Collaboration,"Then and Now, CNN",,Hurricane Katrina,http://www.cnn.com/SPECIALS/2010/katrina.five.years/interactive/then.and.now/index.html
2011,winner,"Gannett Foundation Award for Innovative Investigative Journalism, Large Site",Los Angeles Times,,Breach of Faith,http://www.latimes.com/bell
2011,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large Site",ESPN,,OTL: Painkiller Misuse Numbs NFL Pain,http://sports.espn.go.com/espn/eticket/story?page=110128/PainkillersNews
2011,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large Site",Slate,,What Really Happened to Phoebe Prince?,http://www.slate.com/id/2260952/entry/2260953/
2011,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Large Site",Washington Post,,Top Secret America,http://www.washingtonpost.com/topsecretamerica
2011,winner,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",ProPublica,,Dialysis,http://www.propublica.org/series/dialysis
2011,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",News 21 and The Center for Public Integrity,,Breakdown: Traveling Dangerously in America,http://national.news21.com/
2011,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",ProPublica,,Dollars for Doctors,http://projects.propublica.org/docdollars/
2011,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",Georgetown University and Center for Public Integrity‰Ûªs International Consortium of Investigative Journalists,,The Truth Left Behind: Inside the Kidnapping and Murder of Daniel Pearl: Pearl Project,http://treesaver.publicintegrity.org/daniel_pearl
2011,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site",California Watch and Center for Investigative Reporting,,On Shaky Ground,http://www.californiawatch.org/earthquakes
2011,finalist,"Gannett Foundation Award for Innovative Investigative Journalism, Small Site","Deadly Consequences, InvestigateWest",,Lifesaving Drugs,http://www.invw.org/chemo-workers
2011,winner,"General Excellence in Online Journalism, Large Site",BBC News,,BBC News,http://www.bbc.co.uk/news/
2011,finalist,"General Excellence in Online Journalism, Large Site",The Wall Street Journal,,The Wall Street Journal,http://online.wsj.com
2011,finalist,"General Excellence in Online Journalism, Large Site",Al Jazeera,,Al Jazeera,http://www.aljazeera.com/
2011,finalist,"General Excellence in Online Journalism, Large Site",New York Times,,New York Times,http://www.nytimes.com
2011,winner,"General Excellence in Online Journalism, Medium Site",Globe and Mail,,The Globe and Mail,http://www.globeandmail.com/
2011,finalist,"General Excellence in Online Journalism, Medium Site",CBC News,,CBC News,http://www.cbc.ca/news/
2011,finalist,"General Excellence in Online Journalism, Medium Site",Las Vegas Sun,,Las Vegas Sun,http://www.lasvegassun.com/
2011,finalist,"General Excellence in Online Journalism, Medium Site",The Oklahoman,,The Oklahoman,http://www.newsok.com/
2011,winner,"General Excellence in Online Journalism, Micro Site",NJ Spotlight,,NJ Spotlight,http://www.njspotlight.com/stories/10/1018/2338/
2011,finalist,"General Excellence in Online Journalism, Micro Site",The Tiziano Project,,The Tiziano Project,http://360.tizianoproject.org
2011,finalist,"General Excellence in Online Journalism, Micro Site",Yale Environment 360,,Yale Environment 360,http://e360.yale.edu/
2011,finalist,"General Excellence in Online Journalism, Micro Site",OnEarth,,OnEarth,http://www.onearth.org
2011,winner,"General Excellence in Online Journalism, Small Site",voiceofsandiego.org,,voiceofsandiego.org,http://www.voiceofsandiego.org/
2011,finalist,"General Excellence in Online Journalism, Small Site",California Watch and Center for Investigative Reporting,,California Watch and Center for Investigative Reporting,http://www.californiawatch.org
2011,finalist,"General Excellence in Online Journalism, Small Site",FRONTLINE,,Frontline,http://www.pbs.org/wgbh/pages/frontline/
2011,finalist,"General Excellence in Online Journalism, Small Site",ProPublica,,ProPublica,http://www.propublica.org/
2011,finalist,"General Excellence in Online Journalism, Small Site",The Texas Tribune,,The Texas Tribune,http://www.texastribune.org/
2011,winner,"General Excellence in Online Journalism-Non-English, Large Site",Lanacion.com,,Lanacion.com,http://www.lanacion.com/
2011,finalist,"General Excellence in Online Journalism-Non-English, Large Site",G1,,G1,http://g1.globo.com
2011,finalist,"General Excellence in Online Journalism-Non-English, Large Site",20minutos,,20minutos,http://www.20minutos.es/
2011,winner,"General Excellence in Online Journalism-Non-English, Small Site",OWNI,,OWNI,http://owni.fr/
2011,finalist,"General Excellence in Online Journalism-Non-English, Small Site",Il Tirreno,,Il Tirreno,http://iltirreno.gelocal.it/
2011,finalist,"General Excellence in Online Journalism-Non-English, Small Site",El Nuevo Herald,,El Nuevo Herald,http://www.elnuevoherald.com
2011,winner,Knight Award for Public Service,Asbury Park Press,,Barnegat Bay Under Stress,http://special.app.com/special/barnegatbay/
2011,finalist,Knight Award for Public Service,California Watch and Center for Investigative Reporting,,On Shaky Ground,http://www.californiawatch.org/earthquakes
2011,finalist,Knight Award for Public Service,Chicago Tribune,,Deadly Neglect,http://www.chicagotribune.com/health/neglect/
2011,finalist,Knight Award for Public Service,Los Angeles Times,,Breach of Faith,http://www.latimes.com/bell
2011,finalist,Knight Award for Public Service,Philadelphia Inquirer,,Assault on Learning,http://www.philly.com/schoolviolence
2011,winner,"Multimedia Feature Presentation, Large Site",Washington Post,,Traumatic Brain Injury: Coming Home a Different Person,http://www.washingtonpost.com/tbi
2011,finalist,"Multimedia Feature Presentation, Large Site",Los Angeles Times,,Quieting Dylan‰Ûªs Brain,"http://www.latimes.com/news/local/la-me-dylan-html,0,7736750.htmlstory"
2011,finalist,"Multimedia Feature Presentation, Large Site",New York Times,,A Year at War,http://www.nytimes.com/yearatwar
2011,winner,"Multimedia Feature Presentation, Medium Site","CBC News, ALT Digital Design Studio and Radio-Canada",,Exile Without End: Palestinians in Lebanon,http://www.cbc.ca/news/interactives/shatila/
2011,finalist,"Multimedia Feature Presentation, Medium Site",Pittsburgh Post-Gazette,,The ‰Ûª60 Bucs (Parts 4-7),http://www.post-gazette.com/slides/60Bucs_Part1/index.html
2011,winner,"Multimedia Feature Presentation, Small Site",Council on Foreign Relations,,Crisis Guide: Pakistan,http://www.cfr.org/pakistanguide
2011,finalist,"Multimedia Feature Presentation, Small Site",openfile,,The Poppy File,http://toronto.openfile.ca/remembrance_day
2011,finalist,"Multimedia Feature Presentation, Small Site",News21 Team at Syracuse University,,Apart from War,http://www.apartfromwar.org/
2011,winner,"Multimedia Feature Presentation, Student",Northwestern University,,Global Warning,http://global-warning.org/
2011,finalist,"Multimedia Feature Presentation, Student",Knight Center for International Media and University of Miami,,Vwa Fanm: Stories on Statelessness and Migration,http://vwafanm.glocalstories.org/
2011,finalist,"Multimedia Feature Presentation, Student",University of Miami School of Communication,,Haiti‰Ûªs Lost Children,http://www.haitiedstories.org
2011,finalist,"Multimedia Feature Presentation, Student",University of North Carolina,,Now What Argentina,http://www.nowwhatargentina.org
2011,winner,"Online Commentary/Blogging, Large Site",The Huffington Post,,Arianna Huffington,http://www.huffingtonpost.com/the-media-gets-it-wrong-o_b_797436.html
2011,finalist,"Online Commentary/Blogging, Large Site",CNN,,LZ Granderson,http://www.cnn.com
2011,finalist,"Online Commentary/Blogging, Large Site","Providing A Voice of Authority for the Everyman, The Huffington Post",,Peter S. Goodman,http://www.huffingtonpost.com/2011/02/02/goldman-report-america-lost-decades_n_817622.html
2011,finalist,"Online Commentary/Blogging, Large Site","Simon Says, Politico",,Roger Simon,http://www.politico.com/news/stories/1110/45702.html
2011,winner,"Online Topical Reporting/Blogging, Large Site",CNN,,CNN Belief Blog,http://www.cnn.com/belief
2011,finalist,"Online Topical Reporting/Blogging, Large Site","SciGuy, Houston Chronicle",,Eric Berger,http://blog.chron.com/sciguy
2011,finalist,"Online Topical Reporting/Blogging, Large Site","Social Media Coverage, MSNBC",,Helen Popkin,http://helenaspopkin.newsvine.com/
2011,finalist,"Online Topical Reporting/Blogging, Large Site","How Are Local Municipalities Impacted by The Great Recession, The Huffington Post",,Will Alden,http://www.huffingtonpost.com/2010/12/15/municipal-debt-crisis-hamtramck_n_797236.html
2011,winner,"Online Topical Reporting/Blogging, Medium Site",5 NBC Chicago,,Ward Room,http://www.nbcchicago.com/blogs/ward-room/
2011,finalist,"Online Topical Reporting/Blogging, Medium Site",The Seattle Times,,Nancy Leson‰Ûªs All You Can Eat blog,http://seattletimes.nwsource.com/html/allyoucaneat/
2011,finalist,"Online Topical Reporting/Blogging, Medium Site",Las Vegas Sun,,The Closing of the Sahara,http://www.lasvegassun.com/sahara/
2011,finalist,"Online Topical Reporting/Blogging, Medium Site",WESH,,Casey Anthony Extended Coverage,http://www.wesh.com/casey-anthony-extended-coverage/index.html
2011,winner,"Online Topical Reporting/Blogging, Small Site",Center for Responsive Politics,,Center for Responsive Politics,http://www.opensecrets.org/
2011,finalist,"Online Topical Reporting/Blogging, Small Site","Ecotrope: Fresh Ideas on Nature and Community, Oregon Public Broadcasting and NPR",,"Ecotrope: Fresh Ideas on Nature and Community, Oregon Public Broadcasting and NPR",http://ecotrope.opb.org/
2011,finalist,"Online Topical Reporting/Blogging, Small Site","MindShift: How We Will Learn, KQED and NPR",,"MindShift: How We Will Learn, KQED and NPR",http://mindshift.kqed.org/
2011,finalist,"Online Topical Reporting/Blogging, Small Site","Doctors Behaving Badly: Shedding Light on Poor Doctor Oversight by Medical Boards, ReportingonHealth.org",,"Doctors Behaving Badly: Shedding Light on Poor Doctor Oversight by Medical Boards, ReportingonHealth.org",http://www.reportingonhealth.org/blogs/doctors-behaving-badly-medical-boards-should-drop-stone-tools-join-digital-age
2011,finalist,"Online Topical Reporting/Blogging, Small Site","Persian Letters, Radio Free Europe/Radio Liberty",,"Persian Letters, Radio Free Europe/Radio Liberty",http://www.rferl.org/
2011,winner,"Online Video Journalism, Large Site",Los Angeles Times,,Caught in the Crossfire: Victims of Gang Violence,http://www.latimes.com/victims
2011,finalist,"Online Video Journalism, Large Site",Los Angeles Times,,Chasing the Swell,http://framework.latimes.com/2010/11/15/a-videographer%E2%80%99s-awesomely-busy-year-the-making-of-chasing-the-swell/
2011,finalist,"Online Video Journalism, Large Site",San Jose Mercury News,,Torn Apart,http://www.mercurynews.com/torn-apart
2011,finalist,"Online Video Journalism, Large Site",New York Times Magazine,,Video Portraiture,http://www.nytimes.com/interactive/2010/08/29/magazine/womens-tennis.html
2011,winner,"Online Video Journalism, Medium Site","CBC News, ALT Digital Design Studio and Radio-Canada",,Exile Without End: Palestinians in Lebanon,http://www.cbc.ca/news/interactives/shatila/
2011,finalist,"Online Video Journalism, Medium Site",The Toronto Star,,Life on the Line,http://www.thestar.com/videozone/881951--life-in-the-line
2011,winner,"Online Video Journalism, Small Site",News21 at University of North Carolina,,Powering a Nation: Spilling Over,http://poweringanation.org/index.php/spilling-over.html
